frame_id,track_id,detection_id,center_x,center_y,center_z,length,width,height,yaw_rad,yaw_deg,age,hits,missed,filtered_track_length
000252,58,8,15.727069976437178,-9.778919450263125,0.10899999737739563,1.4843036771861862,0.31613847467535616,1.4740000367164612,0.2968347115028615,17.007376182097353,1,1,0,3
000255,58,26,17.690685934625094,-8.34302369173373,-0.1915000081062317,0.7182549867614498,0.5999388009170885,2.1230000257492065,-1.1995539200628806,-68.72937691797638,4,2,0,3
000256,58,30,15.505241040449118,-7.756506946537057,-0.1459999978542328,0.6403002978063814,0.38501070565113277,1.8759999871253967,-0.009093683245964634,-0.5210296702226004,5,3,0,3
000252,71,33,10.328551693495577,3.423850208038391,-0.8914999812841415,3.5807844501614,1.5370876955081914,1.148999959230423,-0.11820627633483387,-6.772720745943122,1,1,0,5
000255,71,97,9.771801781073458,3.473918258390203,-0.906000018119812,4.076254971692887,1.9253478367363182,1.2200000286102295,-0.11027029703039501,-6.318022625495609,4,2,0,5
000256,71,6,8.71191770702404,5.102314688066006,-0.3385000228881836,0.32770370519887704,0.42620808542756194,1.7790000438690186,-1.2433511217159245,-71.2387717271792,5,3,0,5
000257,71,0,9.216640343753946,2.747316254043836,-0.3605000078678131,0.6295272803503695,0.5564381451211151,1.7950000166893005,-1.2807443529486329,-73.38124605917015,6,4,0,5
000259,71,92,11.360233132848217,2.257110062757543,-0.6009999886155128,3.91020315964202,1.832950235508176,1.0419999808073044,-0.31327202748457467,-17.949165014372454,8,5,0,5
000253,76,8,20.54695525917865,15.326209332024682,-0.3855000138282776,0.37614986381602505,0.4103982402387004,2.9390000104904175,-1.3686540456970262,-78.41810043194491,1,1,0,5
000255,76,54,19.904471849566214,16.12446557439328,-0.06849998235702515,1.4616423251792767,0.6346394516197386,2.3149999380111694,1.4422350298840048,82.63398027827763,3,2,0,5
000256,76,11,19.303519975298038,17.740117985375182,-0.039999961853027344,3.5966020654856328,3.233329916940311,2.3320000171661377,1.3481667255171383,77.24426345210414,4,3,0,5
000258,76,9,17.70889553751356,17.143966156764726,0.0065000057220458984,0.5032717231782476,0.3057384074163749,2.0810000896453857,-0.6481005792697566,-37.13342789214091,6,4,0,5
000259,76,11,16.659937853841033,18.7851975713488,-0.26499998569488525,7.134032845239958,3.0287459949968984,2.7720000743865967,-0.1938139355414244,-11.104720517344202,7,5,0,5
000253,88,38,32.67688056112884,22.133282907552132,0.11150000616908073,6.273805238121401,3.600721820824425,0.45100001245737076,-0.5629897970425118,-32.25693927946273,1,1,0,3
000256,88,8,32.016687176362346,23.619219090200165,0.3774999976158142,4.445153833751922,2.4829093184052526,2.3869999647140503,-0.9201417198203532,-52.720237099615325,4,2,0,3
000257,88,6,32.39185894534459,25.7614708683619,0.47099998593330383,0.8234633513294831,0.4120294939221484,2.269999921321869,-0.43820749988163155,-25.10744029419701,5,3,0,3
000253,94,52,3.5097312477196843,-14.082683383321772,-0.5630000084638596,5.2994704571598845,1.4195205938049582,0.42600002884864807,0.025029093382236956,1.4340614158409966,1,1,0,4
000254,94,35,3.6258361702119073,-12.492437713740028,-0.3485000282526016,3.9772876349848287,1.6851272017340237,1.4890000522136688,1.3400792159043822,76.78088328452172,2,2,0,4
000257,94,15,4.173242592532266,-10.854987905770525,-0.4234999716281891,0.7458514706372681,0.16243302613435429,2.0589999556541443,-1.2465963100802622,-71.4247073241807,5,3,0,4
000258,94,38,3.5362216134062785,-11.300467890553469,-0.26650001108646393,0.688484095145731,0.40006507466420094,1.3050000369548798,-1.1211878475597745,-64.2393317065322,6,4,0,4
000254,98,10,17.71170920849035,-11.42989191248033,-0.10100001096725464,8.505981107285963,3.4800500931810587,2.1720000505447388,1.1844605419018233,67.86459005075287,1,1,0,3
000255,98,23,17.53182268109979,-10.729099705196834,-0.2294999659061432,2.120478346364128,2.051774002403592,2.2889999747276306,1.1378864233301313,65.19608962205307,2,2,0,3
000258,98,43,18.778540024465368,-10.7666532163384,-0.11950001120567322,1.6213612437222682,0.6593275561488775,2.099000036716461,-1.4634761952946267,-83.85100940824553,5,3,0,3
000254,101,13,22.580636754380905,-8.249461755079974,-0.03049999475479126,3.114021402785747,0.49095939102257047,2.1790000200271606,0.01620186094434893,0.9282982523690361,1,1,0,3
000255,101,94,21.783884007620674,-7.739211424704176,-0.9659999907016754,3.781753366252397,3.2380157119829054,0.9039999842643738,0.3446018756861614,19.74423308910891,2,2,0,3
000256,101,34,22.159966324180367,-7.171686709900623,-0.06299999356269836,2.0808455374642323,0.5519697603799963,2.1179999709129333,1.2875063713501738,73.76868117456824,3,3,0,3
000254,103,15,26.866755940422856,-8.198248318473784,0.018500030040740967,4.106295024963574,0.8553935324208086,2.3109999895095825,-0.2952573136656531,-16.916997943412248,1,1,0,3
000255,103,50,24.954257938388892,-8.29494313080138,-0.15299999713897705,2.552673345657958,0.993407542777485,2.509999990463257,-1.5172850998201113,-86.9340325377782,2,2,0,3
000256,103,61,26.261886475150202,-8.498712881572143,-0.6030000150203705,0.40383331329557465,0.3434878885784207,0.8460000157356262,1.346430335031118,77.1447756056685,3,3,0,3
000254,104,17,36.96425357553196,-9.100549468774755,0.25550001859664917,3.7583351754403536,1.345403611065704,2.5770000219345093,0.39019319794708035,22.3564234370804,1,1,0,3
000256,104,35,36.60820127014109,-9.394407985448662,0.24250000715255737,0.6052194634160767,0.4972478223095722,2.4929999113082886,-1.4917020870863265,-85.46823388090289,3,2,0,3
000258,104,26,38.687491676083404,-9.311580189650998,0.24650001525878906,3.8535170474354743,0.6398201060796226,2.743000030517578,-0.04621291752566738,-2.647805133206896,5,3,0,3
000254,105,18,29.24404803286397,-6.24128916738764,0.13599997758865356,0.3508128378880542,0.3144265713186466,2.1699999570846558,1.322184551402196,75.75559453274388,1,1,0,6
000255,105,91,29.61885809910507,-6.360176591940418,-0.9624999761581421,1.7950461996288634,1.248130807303144,0.7730000019073486,-1.0566452013166416,-60.54131047819478,2,2,0,6
000258,105,45,29.644119328683654,-4.776532659420659,-0.13099999725818634,1.2724241052860406,0.3890493288250776,0.5819999873638153,1.5249300632665785,87.37205667779256,5,3,0,6
000261,105,20,31.63681023663915,-5.567668473610857,0.32850003242492676,0.3296616240394956,0.27299704815066045,1.9270000457763672,1.4011127048923402,80.2778446124899,8,4,0,6
000262,105,14,30.817089072837966,-7.230702309034768,0.2239999920129776,0.8811726809277232,0.4929121675656194,0.9239999949932098,-1.2117800484891514,-69.42988247658663,9,5,0,6
000264,105,15,30.85350586444508,-5.626969481719151,0.14649999141693115,2.0064516151039946,0.46007361600538826,2.263000011444092,0.24204927478567007,13.868401879421228,11,6,0,6
000254,110,32,48.234124360542516,-8.617471703413663,1.0069999694824219,1.5162125456115418,0.9919986871991187,1.753999948501587,1.546441687703618,88.60458196850541,1,1,0,3
000255,110,67,46.07231274248183,-9.013996499529062,-0.1809999942779541,2.0305916560879584,1.3823920892679729,2.2179999351501465,1.507672553570745,86.3832742073152,2,2,0,3
000256,110,45,46.748415208311464,-10.419118555752185,0.5135000348091125,0.42222950264364845,0.294095685081331,2.6330000162124634,0.9063186805339483,51.9282352884608,3,3,0,3
000254,120,54,15.133278260361292,3.328448808492682,-0.9090000241994858,3.936474019056593,1.74487398236423,1.1580000221729279,-0.05646534306417218,-3.2352258463353616,1,1,0,3
000256,120,2,16.972888298006062,4.867891421384481,-0.20400002598762512,1.0077344265803105,1.304584290332242,1.9820000529289246,-1.5474945158650482,-88.66490457870788,3,2,0,3
000258,120,51,18.17280992566914,6.481695658420872,-0.9570000022649765,3.3320329860988838,1.6848542094512338,1.0560000240802765,-0.11138319163186877,-6.381786789202949,5,3,0,3
000255,128,9,29.571917790762623,26.773757978027405,0.12449997663497925,4.449291404395883,2.8450787566402473,2.912999987602234,0.43667226266623566,25.01947768120341,1,1,0,4
000258,128,37,28.649135774547478,29.078893331617067,-0.25850000977516174,3.923995540786742,2.755435901084919,2.1730000376701355,-1.2944199969392662,-74.16480274195689,4,2,0,4
000259,128,63,27.698593179238046,28.98836731070761,0.2355000078678131,1.6695049689827393,1.1552099075014817,1.1769999861717224,-1.359398475763551,-77.88779533776861,5,3,0,4
000260,128,36,28.368208489483553,29.924388692677713,-0.9670000299811363,3.3892088629158783,2.327219510675448,1.6960000544786453,-0.13866991588670077,-7.945200925742079,6,4,0,4
000255,133,17,0.5025648720841034,19.96552857583345,-0.8175000548362732,3.051627593798071,1.1211365749925246,3.421000123023987,-1.3779119762892615,-78.94854078190505,1,1,0,5
000256,133,65,1.1433529035200545,19.721976074526566,-0.7959999740123749,2.207200998032533,1.6538721617924774,1.1559999585151672,-0.04958290109191199,-2.8408909685811583,2,2,0,5
000257,133,30,2.893996621654783,19.49130959039909,-0.0729999840259552,0.7081491693629318,0.40787864916856237,1.8979999423027039,0.336119797456735,19.258245805062977,3,3,0,5
000258,133,14,1.9822851219413673,21.065679584959266,0.5555000081658363,3.549015417932869,0.5337562205282683,0.7650000303983688,0.728551754299801,41.742940678230724,4,4,0,5
000259,133,23,0.7583835109701187,21.304818558753393,0.22699998319149017,2.110772219782806,0.8831095165572718,1.4479999840259552,-0.7851635238177165,-44.986556142374646,5,5,0,5
000255,134,19,3.445538443611484,-28.780138153405517,0.6924999877810478,1.6598133656729566,1.9386647358190485,1.0629999786615372,0.6058882456866124,34.7148393344284,1,1,0,4
000256,134,20,1.9334943607690689,-27.688705464278108,0.8899999856948853,3.8008938425535987,0.2623684027636484,0.5239999294281006,0.05612435894376056,3.215688895354795,2,2,0,4
000259,134,24,1.9611803656451454,-25.542650756098524,-0.05149996280670166,5.888257691274893,3.1303016282966327,2.3910000324249268,1.3992828490566382,80.1730015959868,5,3,0,4
000261,134,9,1.09124849535324,-23.620809071583388,-0.5075000524520874,5.536975124894853,2.775926899153764,3.187000036239624,-1.2604235264018693,-72.2169484618232,7,4,0,4
000255,135,21,17.313585939107593,-19.275953085737036,-0.15299999713897705,2.60644963718489,1.788940722601656,2.5220000743865967,-0.6425651859982561,-36.81627321973881,1,1,0,3
000258,135,48,16.506885100682222,-18.965637598832906,-0.5099999881349504,2.5481746038112685,1.2956289573837843,1.0299999760463834,1.291067203241009,73.9727018134687,4,2,0,3
000259,135,34,16.29918651944549,-17.920284530729482,0.4570000022649765,1.9931806120662479,0.8621228721316376,1.1780000030994415,-0.9979707839676141,-57.17951399870633,5,3,0,3
000255,144,37,33.29876602312367,14.735514693200313,1.006500005722046,1.5807681130079916,1.5237408172692026,0.8610000610351562,-0.3238279835601691,-18.553976746229498,1,1,0,3
000256,144,48,35.02108240136652,14.545289050150696,-0.2294999659061432,3.2138840490281,1.6996083449562303,1.6309999823570251,-0.46611899411224056,-26.706651113514653,2,2,0,3
000257,144,2,35.24907098934863,13.903430462758154,0.36299997568130493,0.9619019668156825,0.6178070407733347,2.277999997138977,0.8463119647549406,48.49010373188258,3,3,0,3
000255,147,42,29.776536826157546,-17.347221960751725,0.11500000953674316,2.3336181072326516,1.1467600230696917,2.490000009536743,0.6640012305342899,38.04446810110802,1,1,0,3
000256,147,44,30.73202287716982,-16.950608414915617,0.5754999965429306,2.2555558811098546,1.1065214100826117,0.8490000069141388,0.5699633949135432,32.65649700549424,2,2,0,3
000257,147,23,31.0152449920423,-14.72772445064497,0.1274999976158142,0.545655606816303,0.42788521304388083,2.4929999113082886,0.5983676493012251,34.283940902124364,3,3,0,3
000255,150,46,22.980300864263988,-12.495878221090003,-0.17400002479553223,1.5111423084473157,1.1832753485600125,2.5160000324249268,-1.4182985516226458,-81.26252109749512,1,1,0,3
000257,150,22,24.927799986825807,-12.653994539506462,-0.028500020503997803,0.6067231625735958,0.6128848804944931,2.3630000352859497,1.0039872348834096,57.52423124382903,3,2,0,3
000258,150,22,25.533520821931408,-11.387711962063383,0.13700002431869507,1.9062935784072321,0.7330720166149589,2.0800000429153442,-0.37928160572660724,-21.73123525507951,4,3,0,3
000255,153,49,31.446641904769887,-11.943185768148426,0.03349998593330383,2.8629917023818523,2.061186977056909,1.8690000176429749,-0.04714163487451625,-2.7010167176565156,1,1,0,3
000257,153,41,30.711776929596972,-10.48663925899009,0.12599998712539673,0.6368379597144436,0.24145383883579913,2.356000065803528,-0.2457316331913503,-14.079385474721228,3,2,0,3
000258,153,24,30.68851682520027,-9.043738460768827,0.03049999475479126,1.1102191408207205,0.9899708842847192,2.541000008583069,1.300800758006975,74.530393421218,4,3,0,3
000255,157,59,5.948403181696921,-20.727661301391926,-0.3709999620914459,4.3669954765509935,2.459860376214394,2.209999978542328,-0.8915336780901959,-51.081117048343174,1,1,0,4
000257,157,14,5.994533332231455,-21.0404095465202,-0.22850000858306885,0.8407918612850704,0.29869356695469496,2.3550000190734863,-0.7918500115131561,-45.36966366708949,3,2,0,4
000259,157,30,7.064256949630447,-18.909763546908355,0.09000000357627869,2.6187778169027305,1.3204518060057988,1.6259999871253967,0.006464564874354206,0.37039228368901533,5,3,0,4
000261,157,11,9.264022355789987,-19.095681164173847,0.4935000091791153,1.6454011866279128,1.3878304337105785,0.8990000188350677,1.4379030820247007,82.38577794886878,7,4,0,4
000255,164,85,8.593793898289844,19.41721004327179,-0.9269999563694,3.3069407773000643,2.130424866890226,2.391999900341034,0.966074917071616,55.3520154416546,1,1,0,3
000256,164,16,6.827053529911194,19.6154919890534,-0.1850000023841858,4.987683270591641,1.6542892149044832,2.222000002861023,-0.19657860403257688,-11.26312435364004,2,2,0,3
000259,164,19,6.329497142568995,19.161745780272415,-0.14249998331069946,4.985091605650792,4.225015075377685,2.162999987602234,-0.1240355697705757,-7.106714657354444,5,3,0,3
000256,168,5,42.84456634578733,20.50942845712929,1.5625,2.2361316612148894,1.6889211563657254,0.556999921798706,-0.05889304853619441,-3.3743231237830504,1,1,0,3
000259,168,4,43.8988449719094,22.094613709901527,0.849500022828579,0.8618659533543999,0.8203601758927005,2.063000038266182,0.19159615679871775,10.97765115549328,4,2,0,3
000260,168,34,44.95486354574143,24.216221475006964,-0.6594999730587006,3.9373512888706914,1.4559006599576332,0.9489999413490295,-0.5876133091478956,-33.6677625998905,5,3,0,3
000256,174,18,7.466005472152126,24.735005708390418,0.703499972820282,2.573566998918693,1.6987343798051175,0.8309999704360962,-1.3826488295583819,-79.2199424823984,1,1,0,3
000257,174,11,7.416429841591927,24.938420523996932,-0.0040000081062316895,1.9729340253152037,2.1915844312700314,2.224000096321106,0.7283558635110681,41.73171696279084,2,2,0,3
000258,174,13,6.437937721280262,23.653436703694346,0.6684999912977219,3.4643304702202924,1.702521982230953,0.7750000059604645,-0.029766780740147138,-1.7055109061017357,3,3,0,3
000256,175,19,1.8789488945803645,25.62287257717738,-0.040499985218048096,3.859738374176419,2.4889233052312347,2.277000069618225,0.11762778843872866,6.739575830996891,1,1,0,3
000257,175,40,1.12897881294787,26.629366200605677,-0.013000011444091797,2.0013669099898426,0.5781570345988186,2.252000093460083,0.04710103430949428,2.69869047663491,2,2,0,3
000259,175,96,2.4346256543705183,26.102737165867243,-0.8944999873638153,2.1908819708938205,1.2495819782690196,0.8169999718666077,0.01571032482093641,0.9001353070192771,4,3,0,3
000256,193,62,8.41570446895552,16.50494663425707,-0.7405000105500221,3.982815389168544,1.5592444734736366,1.1170000284910202,-0.007310469343118838,-0.4188590396204847,1,1,0,4
000257,193,10,9.20911303112631,15.495490843803815,-0.15049999952316284,0.30191360214569435,0.24735891706833005,1.9450000524520874,1.3780606996981222,78.95706200554756,2,2,0,4
000259,193,103,7.509749296467109,16.125635053403713,-1.0460000038146973,1.739920112085216,0.7647608664342465,0.312000036239624,-0.4820195423300486,-27.617685418339317,4,3,0,4
000260,193,10,9.388566524536351,16.537369560214913,-0.4025000333786011,4.2610943771988,3.960913490453126,2.575000047683716,0.28101547141212985,16.10100048979428,5,4,0,4
000256,194,66,12.00904238701449,27.57130185466172,-0.7650000005960464,2.239937357021154,1.7462927855414685,0.6739999949932098,0.4108363131720191,23.539186815471645,1,1,0,3
000259,194,17,13.453489770618612,26.731654272237364,0.5054999813437462,1.7632737184613847,0.4619184297226335,1.4309999495744705,-0.17674466337987713,-10.126723263127396,4,2,0,3
000261,194,39,12.470774575890063,27.184456178855346,-0.6655000150203705,4.450752705849913,2.5252462796858453,1.9310000538825989,0.1707185527399829,9.781452556582577,6,3,0,3
000256,195,68,12.739428497768818,16.533938018467545,-0.9154999852180481,1.9246627200263133,0.9787954060630923,0.6269999742507935,-0.8310470350844403,-47.615487687198886,1,1,0,6
000257,195,8,13.815067009299122,15.367169343536567,-0.08750000596046448,0.7569289707584032,0.4658885271500023,1.9890000224113464,-1.4405752391018312,-82.53888127158437,2,2,0,6
000258,195,11,12.583964407162608,16.117451174093834,-0.359499990940094,5.2729868407253715,3.0484445691311706,2.5570000410079956,-1.1281744068899626,-64.63963206946973,3,3,0,6
000260,195,7,13.005502080120237,14.780112615735788,-0.1899999976158142,0.33722084371032424,0.17426211974659236,2.1239999532699585,1.2762032563587347,73.12106039020773,5,4,0,6
000263,195,15,14.693980214107597,12.956714956713682,0.014999985694885254,3.8017079034063617,2.232478323784566,1.75,-1.4892463133800846,-85.32752841209603,8,5,0,6
000264,195,33,14.061510631985438,14.960922626749111,-0.7364999800920486,3.616963615354062,1.409638696486524,1.0149999558925629,-0.1603682903676268,-9.188426205793508,9,6,0,6
000257,210,51,41.50167216731817,-12.041156711666082,-0.5380000099539757,3.4898077746935456,0.949750546123424,0.8180000334978104,0.7573765830371328,43.39448171006725,1,1,0,3
000259,210,53,40.99771148345673,-10.909609235351926,0.6275000274181366,2.188260569082091,1.2940447860581992,2.0330000519752502,0.4386266845166942,25.13145780462283,3,2,0,3
000261,210,17,41.965318395413796,-10.309314757424424,0.6365000009536743,3.0678925681679132,2.3606004542592984,2.0989999771118164,0.5017871228635461,28.750284354093687,5,3,0,3
000258,218,18,3.2123305856283375,-5.2966368136569315,-0.4245000183582306,0.7580176622589343,0.4314596834821184,1.6930000185966492,0.4686435517817764,26.85129761311644,1,1,0,6
000259,218,114,3.662839795602515,-2.9125364360218495,-1.0139999985694885,7.327924148118886,1.6050527921534328,0.5879999399185181,-0.20350484196531896,-11.659968555089577,2,2,0,6
000261,218,55,4.239678513107826,-4.434294328390876,-1.004000037908554,1.791030574859612,1.4259401054069256,0.22400003671646118,0.7310922161307368,41.88849841915742,4,3,0,6
000264,218,41,5.646234661068424,-2.5135732595301454,-0.8034999743103981,3.4458267296515777,1.716427728169522,1.2989999502897263,0.3645662943424414,20.888110018545994,7,4,0,6
000266,218,30,7.869625796571468,-2.2578238126451637,-0.6649999767541885,3.3012391267443806,1.520792878395566,1.1219999492168427,0.4470137788187869,25.612002910510963,9,5,0,6
000268,218,27,8.269860935504642,-0.1542088349264426,-0.6215000096708536,1.8633237544097132,1.0995233214069757,1.2170000188052654,1.4842913144681658,85.04362788695116,11,6,0,6
000259,255,90,27.522455476142333,-0.5842159241519106,-0.429500013589859,1.3912940134075593,0.31427060738577817,0.49900001287460327,1.5427194907160822,88.3913157906033,1,1,0,4
000262,255,31,29.257263159387776,-2.0498654831102012,-0.7269999906420708,1.714374254468866,1.0324042594276013,1.0499999672174454,0.6881530231618765,39.42826388634391,4,2,0,4
000264,255,18,31.57083165799059,-2.9938523470047564,0.23899999260902405,2.889708422739444,1.847017565979195,2.137999951839447,1.251144042116449,71.68527317621064,6,3,0,4
000267,255,40,31.955999569284323,-2.003249518090925,0.5224999785423279,0.503621244970099,0.2759608396968928,1.534999966621399,-1.4612560537397747,-83.72380466723091,9,4,0,4
000262,305,34,13.984912441992089,-2.2886794689299843,-0.7779999934136868,4.14353966519402,1.5473846449311144,1.3719999864697456,0.21435524198765074,12.281650682397842,1,1,0,5
000263,305,1,14.250877667392823,-0.8985115441087843,-0.546500027179718,5.253977388159106,3.5043070011193165,2.541000008583069,1.3911737040243966,79.70838181017987,2,2,0,5
000266,305,22,15.0681984460332,-1.6937966039080716,-0.5435000248253345,3.7301847396322483,2.0923962867826424,1.2570000514388084,0.4345309141725136,24.89678745004644,5,3,0,5
000267,305,68,14.698854833548141,-0.07943155107739103,-0.6935000233352184,3.3339587098023697,1.9998884060954367,1.2170000448822975,0.5649716537407152,32.370491303869514,6,4,0,5
000269,305,48,16.53147786202613,1.1203720314382177,-0.8535000085830688,1.220199227692372,0.07990733210059482,0.6809999942779541,0.6048433945663996,34.654973775020686,8,5,0,5
000262,307,39,2.567268289541056,-2.045681775194195,-0.7880000025033951,4.452027974892984,2.539977674445532,1.2759999930858612,0.1866326325209753,10.693262162867919,1,1,0,4
000263,307,29,0.8615401316127685,-1.4147919047572897,-0.5684999823570251,1.3378933945612705,0.7045716959209876,0.468999981880188,0.9090399804618057,52.08415428911628,2,2,0,4
000264,307,45,0.8559022183246559,-2.5286642837447793,-0.8959999978542328,2.057274040711096,1.5031105219017311,0.9380000233650208,0.3015107999807236,17.275296316508605,3,3,0,4
000266,307,37,0.4951738805429592,-2.816162304512016,-0.6484999880194664,2.160820906461451,1.2192358974196158,0.8449999839067459,1.3071110121214566,74.89194434963285,5,4,0,4
